composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData avg_dev Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,is_metal
Ag2Mo(I2O7)2,8.0,53.0,45.0,21.904761904761905,18.53968253968254,8.0,50.0,96.0,84.85714285714286,7.102040816326528,87.0,54.8,2896.0,2841.2,365.7361904761905,414.5815873015873,54.8,1.6870748299319736,66.0,154.0,88.0,91.61904761904762,34.15873015873016,66.0,3.44,1.51,3.0866666666666664,3.44,2.0,1.8571428571428572,2.0,6.0,17.0,11.0,8.571428571428571,3.6734693877551017,6.0,6.0,1.9047619047619047,9.105,43.015,16.565714285714286,10.075918367346938,9.105,12.0,229.0,False
Ag2O,8.0,47.0,39.0,34.0,17.333333333333332,47.0,65.0,87.0,72.33333333333333,9.777777777777777,65.0,54.8,1234.93,1180.13,841.5533333333334,524.5022222222223,1234.93,2.222222222222222,66.0,145.0,79.0,118.66666666666667,35.11111111111111,145.0,3.44,1.51,2.433333333333333,1.93,2.0,1.3333333333333333,1.0,6.0,11.0,5.0,9.333333333333334,2.222222222222222,11.0,2.0,1.3333333333333333,9.105,16.33,13.921666666666667,3.21111111111111,16.33,12.0,225.0,False
Ag2P2PbO7,8.0,82.0,74.0,21.833333333333332,18.416666666666668,8.0,65.0,87.0,82.16666666666667,5.916666666666664,87.0,54.8,1234.93,1180.13,340.7225,341.38374999999996,54.8,1.4166666666666663,66.0,146.0,80.0,92.66666666666667,31.11111111111111,66.0,3.44,1.51,2.8874999999999997,3.44,2.0,1.8333333333333333,2.0,5.0,28.0,23.0,8.5,4.083333333333333,6.0,4.0,2.1666666666666665,9.105,28.11,14.137123015866665,5.870810185177777,9.105,2.0,225.0,True
Ag2PdO2,8.0,47.0,39.0,31.2,18.560000000000002,8.0,62.0,87.0,73.2,11.040000000000001,65.0,54.8,1828.05,1773.25,881.5020000000001,661.3616,54.8,2.56,66.0,145.0,79.0,112.2,36.96,66.0,3.44,1.51,2.588,1.93,2.0,1.2,1.0,6.0,11.0,5.0,8.8,2.2399999999999998,6.0,2.0,1.2,9.105,16.33,13.056000000000001,3.160799999999999,9.105,12.0,225.0,False
Ag2S,16.0,47.0,31.0,36.666666666666664,13.777777777777779,47.0,65.0,88.0,72.66666666666667,10.222222222222223,65.0,388.36,1234.93,846.57,952.7400000000001,376.25333333333333,1234.93,2.222222222222222,105.0,145.0,40.0,131.66666666666666,17.777777777777782,145.0,2.58,0.6500000000000001,2.1466666666666665,1.93,2.0,1.3333333333333333,1.0,6.0,11.0,5.0,9.333333333333334,2.222222222222222,11.0,2.0,1.3333333333333333,16.33,25.786875,19.482291666666665,4.203055555555555,16.33,70.0,225.0,False
Ag2SnS3,16.0,50.0,34.0,32.0,16.0,16.0,65.0,88.0,79.0,9.333333333333334,88.0,388.36,1234.93,846.57,690.0033333333334,363.2844444444445,388.36,2.0,105.0,145.0,40.0,124.0,19.0,105.0,2.58,0.6500000000000001,2.2600000000000002,2.58,2.0,1.6666666666666667,2.0,6.0,14.0,8.0,9.0,3.0,6.0,4.0,2.0,16.33,33.285,23.884270833333332,5.036180555555555,25.786875,70.0,225.0,False
Ag2SnSe3,34.0,50.0,16.0,41.0,7.0,34.0,65.0,89.0,79.5,9.666666666666666,89.0,494.0,1234.93,740.9300000000001,742.8233333333334,328.0711111111111,494.0,2.0,120.0,145.0,25.0,131.5,11.5,120.0,2.55,0.6199999999999999,2.2449999999999997,2.55,2.0,1.6666666666666667,2.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,2.0,16.33,33.285,23.950833333333332,5.080555555555557,25.92,14.0,225.0,False
Ag3AsO4,8.0,47.0,39.0,25.75,17.75,8.0,65.0,87.0,78.375,10.03125,87.0,54.8,1234.93,1180.13,626.74875,571.94875,54.8,2.25,66.0,145.0,79.0,102.25,36.25,66.0,3.44,1.51,2.71625,3.44,2.0,1.625,2.0,6.0,15.0,9.0,9.0,3.0,6.0,3.0,1.75,9.105,22.175,13.448125,4.343124999999999,9.105,12.0,225.0,True
Ag3AsS3,16.0,47.0,31.0,31.714285714285715,13.469387755102039,16.0,65.0,88.0,77.57142857142857,10.775510204081632,65.0,388.36,1234.93,846.57,851.41,396.90000000000003,388.36,2.326530612244898,105.0,145.0,40.0,124.14285714285714,17.877551020408163,105.0,2.58,0.6500000000000001,2.244285714285714,1.93,2.0,1.5714285714285714,1.0,6.0,15.0,9.0,9.428571428571429,2.9387755102040813,6.0,3.0,1.7142857142857142,16.33,25.786875,21.217946428571427,4.189668367346939,16.33,70.0,225.0,False
Ag3AsSe3,33.0,47.0,14.0,39.42857142857143,6.4897959183673475,34.0,65.0,89.0,78.0,11.142857142857142,65.0,494.0,1234.93,740.9300000000001,896.6842857142857,345.1579591836735,494.0,2.326530612244898,119.0,145.0,26.0,130.57142857142858,12.367346938775512,120.0,2.55,0.6199999999999999,2.2314285714285718,1.93,2.0,1.5714285714285714,1.0,11.0,16.0,5.0,13.714285714285714,2.326530612244898,11.0,3.0,1.7142857142857142,16.33,25.92,21.275000000000002,4.23857142857143,16.33,14.0,225.0,False
Ag3Pd,46.0,47.0,1.0,46.75,0.375,47.0,62.0,65.0,64.25,1.125,65.0,1234.93,1828.05,593.1199999999999,1383.21,222.41999999999996,1234.93,0.375,139.0,145.0,6.0,143.5,2.25,145.0,2.2,0.27000000000000024,1.9975,1.93,1.0,0.75,1.0,10.0,11.0,1.0,10.75,0.375,11.0,1.0,0.75,14.41,16.33,15.849999999999998,0.7199999999999998,16.33,225.0,225.0,True
Ag3RuO4,8.0,47.0,39.0,27.125,19.125,8.0,56.0,87.0,74.875,12.125,87.0,54.8,2607.0,2552.2,816.37375,761.57375,54.8,2.875,66.0,146.0,80.0,105.625,39.625,66.0,3.44,1.51,2.71875,3.44,2.0,1.5,2.0,6.0,11.0,5.0,8.125,2.15625,6.0,4.0,1.875,9.105,16.33,12.364999999999998,3.259999999999999,9.105,12.0,225.0,True
Ag3SbS3,16.0,51.0,35.0,34.285714285714285,15.673469387755103,16.0,65.0,88.0,77.71428571428571,10.89795918367347,65.0,388.36,1234.93,846.57,824.8071428571428,374.09755102040816,388.36,2.326530612244898,105.0,145.0,40.0,127.0,18.857142857142858,105.0,2.58,0.6500000000000001,2.2257142857142855,1.93,2.0,1.5714285714285714,1.0,6.0,15.0,9.0,9.428571428571429,2.9387755102040813,6.0,3.0,1.7142857142857142,16.33,31.56,22.55866071428571,5.3388520408163265,16.33,70.0,225.0,False
Ag5IO6,8.0,53.0,45.0,28.0,20.0,8.0,65.0,96.0,78.58333333333333,11.319444444444445,87.0,54.8,1234.93,1180.13,574.1916666666667,550.6152777777778,54.8,2.5,66.0,145.0,79.0,105.0,39.0,66.0,3.44,1.51,2.7458333333333336,3.44,2.0,1.5833333333333333,2.0,6.0,17.0,11.0,9.0,3.0,6.0,2.0,1.5,9.105,43.015,14.941249999999998,5.83625,9.105,12.0,225.0,False
Ag7(SI)2,16.0,53.0,37.0,42.45454545454545,9.619834710743802,47.0,65.0,96.0,74.81818181818181,12.49586776859504,65.0,386.85,1234.93,848.08,926.8118181818182,392.1504132231405,1234.93,2.5454545454545454,105.0,145.0,40.0,136.63636363636363,11.504132231404965,145.0,2.66,0.7300000000000002,2.180909090909091,1.93,2.0,1.3636363636363635,1.0,6.0,17.0,11.0,11.181818181818182,2.115702479338843,11.0,2.0,1.1818181818181819,16.33,43.015,22.90125,8.36340909090909,16.33,64.0,225.0,True
Ag7AsS6,16.0,47.0,31.0,32.714285714285715,14.326530612244897,47.0,65.0,88.0,76.21428571428571,11.214285714285714,65.0,388.36,1234.93,846.57,861.7621428571429,405.7732653061225,1234.93,2.4285714285714284,105.0,145.0,40.0,126.0,19.0,145.0,2.58,0.6500000000000001,2.2264285714285714,1.93,2.0,1.5,1.0,6.0,15.0,9.0,9.142857142857142,2.693877551020408,11.0,3.0,1.5714285714285714,16.33,25.786875,20.800446428571426,4.470446428571429,16.33,70.0,225.0,False
Ag7AsSe6,33.0,47.0,14.0,40.42857142857143,6.571428571428571,47.0,65.0,89.0,76.64285714285714,11.642857142857142,65.0,494.0,1234.93,740.9300000000001,907.0364285714286,354.03122448979593,1234.93,2.4285714285714284,119.0,145.0,26.0,132.42857142857142,12.571428571428571,145.0,2.55,0.6199999999999999,2.2135714285714285,1.93,2.0,1.5,1.0,11.0,16.0,5.0,13.428571428571429,2.4285714285714284,11.0,3.0,1.5714285714285714,16.33,25.92,20.857499999999998,4.527500000000002,16.33,14.0,225.0,False
Ag7NO11,7.0,47.0,40.0,22.31578947368421,18.18836565096953,8.0,65.0,87.0,78.63157894736842,10.044321329639887,87.0,54.8,1234.93,1180.13,490.018947368421,548.8818282548476,54.8,2.2880886426592797,66.0,145.0,79.0,95.36842105263158,36.57063711911358,66.0,3.44,1.51,2.8626315789473686,3.44,2.0,1.631578947368421,2.0,5.0,11.0,6.0,7.7894736842105265,2.365650969529086,6.0,3.0,1.6842105263157894,9.105,16.33,12.064934210526316,3.4272922437673126,9.105,12.0,225.0,True
Ag8GeS6,16.0,47.0,31.0,33.6,14.293333333333331,47.0,65.0,88.0,75.13333333333334,10.80888888888889,65.0,388.36,1234.93,846.57,894.7333333333333,405.0986666666667,1234.93,2.3466666666666667,105.0,145.0,40.0,127.33333333333333,18.84444444444444,145.0,2.58,0.6500000000000001,2.195333333333333,1.93,2.0,1.4666666666666666,1.0,6.0,14.0,8.0,9.2,2.5600000000000005,11.0,4.0,1.6,16.33,25.786875,20.55775,4.509600000000001,16.33,70.0,225.0,False
Ag8SnSe6,34.0,50.0,16.0,42.0,6.4,47.0,65.0,89.0,75.6,11.306666666666667,65.0,494.0,1234.93,740.9300000000001,889.9013333333334,368.0305777777778,1234.93,2.3466666666666667,120.0,145.0,25.0,134.6,11.680000000000001,145.0,2.55,0.6199999999999999,2.1799999999999997,1.93,2.0,1.4666666666666666,1.0,11.0,16.0,5.0,13.2,2.3466666666666667,11.0,4.0,1.6,16.33,33.285,21.296333333333333,5.297422222222224,16.33,14.0,225.0,False
Ag9(PbO3)4,8.0,82.0,74.0,33.88,24.8448,8.0,65.0,87.0,78.12,9.446399999999999,87.0,54.8,1234.93,1180.13,566.9764,491.689344,54.8,2.0736,66.0,146.0,80.0,107.24,39.5904,66.0,3.44,1.51,2.7188,3.44,2.0,1.64,2.0,6.0,28.0,22.0,11.32,5.3376,6.0,4.0,1.96,9.105,28.11,14.746799999999999,5.416127999999999,9.105,12.0,225.0,True
Ag9Ge2IO8,8.0,53.0,45.0,30.2,17.76,47.0,65.0,96.0,76.75,10.575,65.0,54.8,1234.93,1180.13,718.1210000000001,563.7839,1234.93,2.3400000000000003,66.0,145.0,79.0,110.6,35.68,145.0,3.44,1.51,2.5785,1.93,2.0,1.55,1.0,6.0,17.0,11.0,9.6,2.88,11.0,4.0,1.7,9.105,43.015,15.441749999999995,5.0694,16.33,12.0,225.0,True
AgAsS2,16.0,47.0,31.0,28.0,12.0,16.0,65.0,88.0,81.25,8.125,88.0,388.36,1234.93,846.57,775.4125000000001,387.0525,388.36,1.75,105.0,145.0,40.0,118.5,13.5,105.0,2.58,0.6500000000000001,2.3175,2.58,2.0,1.75,2.0,6.0,15.0,9.0,9.5,3.5,6.0,3.0,2.0,16.33,25.786875,22.519687499999996,3.2671874999999995,25.786875,70.0,225.0,False
AgAsSe2,33.0,47.0,14.0,37.0,5.0,34.0,65.0,89.0,81.75,8.375,89.0,494.0,1234.93,740.9300000000001,828.2325000000001,334.2325,494.0,1.75,119.0,145.0,26.0,126.0,9.5,120.0,2.55,0.6199999999999999,2.3025,2.55,2.0,1.75,2.0,11.0,16.0,5.0,14.5,1.75,16.0,3.0,2.0,16.33,25.92,22.58625,3.333750000000001,25.92,14.0,225.0,False
AgAu3,47.0,79.0,32.0,71.0,12.0,79.0,65.0,66.0,65.75,0.375,66.0,1234.93,1337.33,102.39999999999986,1311.73,38.39999999999992,1337.33,0.0,136.0,145.0,9.0,138.25,3.375,136.0,2.54,0.6100000000000001,2.3875,2.54,1.0,1.0,1.0,11.0,25.0,14.0,21.5,5.25,25.0,1.0,1.0,16.33,16.7,16.607499999999998,0.13875000000000082,16.7,225.0,225.0,True
AgBi(PS3)2,15.0,83.0,68.0,25.6,15.760000000000002,16.0,65.0,88.0,84.5,4.5,88.0,317.3,1234.93,917.6300000000001,474.409,166.1024,388.36,0.9600000000000002,105.0,148.0,43.0,113.7,13.120000000000001,105.0,2.58,0.6500000000000001,2.3810000000000002,2.58,2.0,1.9,2.0,5.0,29.0,24.0,8.6,4.56,6.0,3.0,2.2,16.33,32.95,24.91417261904,2.654408333344,25.786875,2.0,225.0,False
AgBi(PSe3)2,15.0,83.0,68.0,36.4,11.44,34.0,65.0,89.0,85.1,4.860000000000002,89.0,317.3,1234.93,917.6300000000001,537.793,140.74880000000002,494.0,0.9600000000000002,107.0,148.0,41.0,122.7,9.520000000000001,120.0,2.55,0.6199999999999999,2.363,2.55,2.0,1.9,2.0,5.0,29.0,24.0,14.6,4.5600000000000005,16.0,3.0,2.2,16.33,32.95,24.99404761904,2.7023333333440016,25.92,2.0,225.0,False
AgBiPbS3,16.0,83.0,67.0,43.333333333333336,27.333333333333332,16.0,65.0,88.0,82.66666666666667,6.444444444444443,88.0,388.36,1234.93,846.57,590.8366666666667,217.9555555555556,388.36,1.4444444444444446,105.0,148.0,43.0,125.66666666666667,20.666666666666668,105.0,2.58,0.6500000000000001,2.3366666666666664,2.58,2.0,1.8333333333333333,2.0,6.0,29.0,23.0,14.333333333333334,9.444444444444445,6.0,4.0,2.3333333333333335,16.33,32.95,25.791770833333334,3.1588194444444464,25.786875,12.0,225.0,False
AgBiPbSe3,34.0,83.0,49.0,52.333333333333336,20.11111111111111,34.0,65.0,89.0,83.16666666666667,6.777777777777776,89.0,494.0,1234.93,740.9300000000001,643.6566666666666,197.0911111111111,494.0,1.4444444444444446,120.0,148.0,28.0,133.16666666666666,13.166666666666666,120.0,2.55,0.6199999999999999,2.3216666666666668,2.55,2.0,1.8333333333333333,2.0,11.0,29.0,18.0,19.333333333333332,6.111111111111111,16.0,4.0,2.3333333333333335,16.33,32.95,25.858333333333334,3.176111111111112,25.92,12.0,225.0,False
AgBiS2,16.0,83.0,67.0,40.5,24.5,16.0,65.0,88.0,81.75,8.375,88.0,388.36,1234.93,846.57,639.0125,297.95875,388.36,1.75,105.0,148.0,43.0,125.75,20.75,105.0,2.58,0.6500000000000001,2.2775,2.58,2.0,1.75,2.0,6.0,29.0,23.0,13.0,8.0,6.0,3.0,2.0,16.33,32.95,25.213437499999998,4.4417187500000015,25.786875,12.0,225.0,False
AgBiSe2,34.0,83.0,49.0,49.5,16.75,34.0,65.0,89.0,82.25,8.625,89.0,494.0,1234.93,740.9300000000001,691.8325,271.54875000000004,494.0,1.75,120.0,148.0,28.0,133.25,13.25,120.0,2.55,0.6199999999999999,2.2625,2.55,2.0,1.75,2.0,11.0,29.0,18.0,18.0,5.5,16.0,3.0,2.0,16.33,32.95,25.28,4.475000000000001,25.92,12.0,225.0,False
AgBr,35.0,47.0,12.0,41.0,6.0,35.0,65.0,95.0,80.0,15.0,65.0,265.8,1234.93,969.1300000000001,750.365,484.56500000000005,265.8,3.0,120.0,145.0,25.0,132.5,12.5,120.0,2.96,1.03,2.445,1.93,2.0,1.5,1.0,11.0,17.0,6.0,14.0,3.0,11.0,1.0,1.0,16.33,29.48,22.905,6.575000000000001,16.33,64.0,225.0,False
AgCNO,6.0,47.0,41.0,17.0,15.0,6.0,65.0,87.0,77.75,6.75,65.0,54.8,3823.0,3768.2,1293.9450000000002,1264.5275000000001,54.8,1.5,66.0,145.0,79.0,89.5,27.75,66.0,3.44,1.51,2.7399999999999998,1.93,2.0,1.75,1.0,4.0,11.0,7.0,6.5,2.25,4.0,4.0,2.5,5.64,16.33,11.4609375,4.0884374999999995,5.64,12.0,225.0,True
AgCl,17.0,47.0,30.0,32.0,15.0,17.0,65.0,94.0,79.5,14.5,65.0,171.6,1234.93,1063.3300000000002,703.265,531.665,171.6,3.0,102.0,145.0,43.0,123.5,21.5,102.0,3.16,1.2300000000000002,2.545,1.93,2.0,1.5,1.0,7.0,11.0,4.0,9.0,2.0,7.0,1.0,1.0,16.33,24.4975,20.41375,4.08375,16.33,64.0,225.0,False
AgF,9.0,47.0,38.0,28.0,19.0,9.0,65.0,93.0,79.0,14.0,65.0,53.5,1234.93,1181.43,644.215,590.715,53.5,3.0,57.0,145.0,88.0,101.0,44.0,57.0,3.98,2.05,2.955,1.93,2.0,1.5,1.0,7.0,11.0,4.0,9.0,2.0,7.0,1.0,1.0,9.7075,16.33,13.018749999999999,3.3112499999999994,9.7075,15.0,225.0,False
AgGeO3,8.0,47.0,39.0,20.6,15.12,8.0,65.0,87.0,81.0,7.2,87.0,54.8,1234.93,1180.13,522.146,560.8152,54.8,1.6800000000000002,66.0,145.0,79.0,92.6,31.919999999999998,66.0,3.44,1.51,2.852,3.44,2.0,1.8,2.0,6.0,14.0,8.0,8.6,3.12,6.0,4.0,2.2,9.105,23.005,13.329999999999998,5.0699999999999985,9.105,12.0,225.0,True
AgI,47.0,53.0,6.0,50.0,3.0,47.0,65.0,96.0,80.5,15.5,65.0,386.85,1234.93,848.08,810.8900000000001,424.04,386.85,3.0,139.0,145.0,6.0,142.0,3.0,139.0,2.66,0.7300000000000002,2.295,1.93,2.0,1.5,1.0,11.0,17.0,6.0,14.0,3.0,11.0,1.0,1.0,16.33,43.015,29.6725,13.342500000000001,16.33,64.0,225.0,False
AgN3,7.0,47.0,40.0,17.0,15.0,7.0,65.0,82.0,77.75,6.375,82.0,63.05,1234.93,1171.88,356.02,439.455,63.05,1.5,71.0,145.0,74.0,89.5,27.75,71.0,3.04,1.11,2.7625,3.04,2.0,1.75,2.0,5.0,11.0,6.0,6.5,2.25,5.0,3.0,2.5,14.76875,16.33,15.159062500000001,0.5854687499999995,14.76875,194.0,225.0,False
AgO,8.0,47.0,39.0,27.5,19.5,8.0,65.0,87.0,76.0,11.0,65.0,54.8,1234.93,1180.13,644.865,590.065,54.8,2.5,66.0,145.0,79.0,105.5,39.5,66.0,3.44,1.51,2.685,1.93,2.0,1.5,1.0,6.0,11.0,5.0,8.5,2.5,6.0,2.0,1.5,9.105,16.33,12.7175,3.612499999999999,9.105,12.0,225.0,False
AgP15,15.0,47.0,32.0,17.0,3.75,15.0,65.0,83.0,81.875,2.109375,83.0,317.3,1234.93,917.6300000000001,374.651875,107.534765625,317.3,0.46875,107.0,145.0,38.0,109.375,4.453125,107.0,2.19,0.26,2.17375,2.19,2.0,1.9375,2.0,5.0,11.0,6.0,5.375,0.703125,5.0,3.0,2.875,16.33,22.5702380952,22.18022321425,0.7312779017812516,22.5702380952,2.0,225.0,False
AgPd(IO3)3,8.0,53.0,45.0,23.142857142857142,19.46938775510204,8.0,62.0,96.0,85.57142857142857,6.306122448979593,87.0,54.8,1828.05,1773.25,336.9092857142858,362.71193877551025,54.8,1.4081632653061222,66.0,145.0,79.0,92.5,34.07142857142857,66.0,3.44,1.51,3.0764285714285715,3.44,2.0,1.7857142857142858,2.0,6.0,17.0,11.0,9.0,3.857142857142857,6.0,2.0,1.5714285714285714,9.105,43.015,17.266428571428573,11.035102040816327,9.105,12.0,225.0,False
AgPdO2,8.0,47.0,39.0,27.25,19.25,8.0,62.0,87.0,75.25,11.75,87.0,54.8,1828.05,1773.25,793.145,738.345,54.8,2.75,66.0,145.0,79.0,104.0,38.0,66.0,3.44,1.51,2.7525,3.44,2.0,1.25,2.0,6.0,11.0,5.0,8.25,2.25,6.0,2.0,1.25,9.105,16.33,12.2375,3.1324999999999994,9.105,12.0,225.0,True
AgPt3,47.0,78.0,31.0,70.25,11.625,78.0,63.0,65.0,63.5,0.75,63.0,1234.93,2041.4,806.47,1839.7825000000003,302.4262499999999,2041.4,0.375,136.0,145.0,9.0,138.25,3.375,136.0,2.28,0.34999999999999987,2.1925,2.28,1.0,1.0,1.0,11.0,24.0,13.0,20.75,4.875,24.0,2.0,1.75,15.02,16.33,15.3475,0.49124999999999996,15.02,225.0,225.0,True
